datetime,active_leaks,new_leaks,n_tags,rolling_cost_estimate,rolling_cost_estimate_b,cum_repaired_leaks,daily_emissions_kg,total_daily_cost,repair_cost,nat_repair_cost,verification_cost,natural_redund_tags,natural_n_tags,OGI_bayes_u_prop_sites_avail,OGI_bayes_u_cost,OGI_bayes_u_sites_visited,OGI_bayes_u_travel_time,OGI_bayes_u_survey_time,OGI_bayes_u_redund_tags,OGI_bayes_u_missed_leaks,OGI_bayes_u_sites_vis_w_leaks,OGI_bayes_u_eff_flags,OGI_bayes_u_n_tags,OGI_bayes_u_flags_redund1,OGI_bayes_u_flags_redund2,OGI_bayes_u_flag_wo_vent
2023-01-25,18123,42.0,42.0,1746.2158469945355,0.0,1301.0,77918.57614564396,13800.0,200.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-01-26,18114,59.0,59.0,1834.9726775956285,0.0,1372.0,77710.45628844455,17800.0,1000.0,13200.0,0.0,0.0,66.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-01-27,18102,43.0,43.0,1896.8032786885246,0.0,1416.0,77693.9610010644,12400.0,200.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-01-28,18101,49.0,49.0,1971.5983606557377,0.0,1473.0,77261.9515262526,15000.0,600.0,10800.0,0.0,0.0,54.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-01-29,18093,66.0,66.0,2045.396174863388,0.0,1529.0,77202.96871229642,14800.0,800.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-01-30,18103,56.0,56.0,2110.218579234973,0.0,1576.0,77125.16116106098,13000.0,200.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-01-31,18112,47.0,47.0,2186.0109289617485,0.0,1634.0,76996.53551332439,15200.0,600.0,11000.0,0.0,0.0,55.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-01,18101,59.0,59.0,2263.7978142076504,0.0,1694.0,76898.98890894212,15600.0,800.0,11200.0,0.0,0.0,56.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-02-02,18100,52.0,52.0,2341.584699453552,0.0,1754.0,77007.1612552125,15600.0,400.0,11600.0,0.0,0.0,58.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-02-03,18092,56.0,56.0,2415.382513661202,0.0,1810.0,76618.44875003814,14800.0,1400.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,81.0,0.0,0.0,0.0
2023-02-04,18092,73.0,73.0,2476.2158469945357,0.0,1853.0,76712.95542768695,12200.0,400.0,8200.0,0.0,0.0,41.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-02-05,18122,55.0,55.0,2548.01912568306,0.0,1907.0,76267.36519501568,14400.0,800.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-02-06,18123,49.0,49.0,2619.8224043715845,0.0,1961.0,76217.60321639868,14400.0,400.0,10400.0,0.0,0.0,52.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0
2023-02-07,18118,58.0,58.0,2688.6338797814205,0.0,2012.0,76236.34802713429,13800.0,400.0,9800.0,0.0,0.0,49.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-02-08,18125,52.0,52.0,2747.4726775956283,0.0,2053.0,76163.1718107081,11800.0,400.0,7800.0,0.0,0.0,39.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,61.0,0.0,0.0,0.0
2023-02-09,18136,52.0,52.0,2803.3196721311474,0.0,2091.0,76194.9233173819,11200.0,200.0,7400.0,0.0,0.0,37.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,55.0,0.0,0.0,0.0
2023-02-10,18150,48.0,48.0,2873.1284153005463,0.0,2143.0,76302.09163909747,14000.0,400.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-02-11,18146,53.0,53.0,2932.9644808743165,0.0,2185.0,76264.25924849651,12000.0,400.0,8000.0,0.0,0.0,40.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-02-12,18157,56.0,56.0,3009.7540983606555,0.0,2244.0,76155.87138447374,15400.0,1000.0,10800.0,0.0,0.0,54.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-02-13,18154,51.0,51.0,3074.5765027322404,0.0,2291.0,76138.34676030182,13000.0,200.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0
2023-02-14,18158,48.0,48.0,3133.415300546448,0.0,2332.0,76030.36143026035,11800.0,400.0,7800.0,0.0,0.0,39.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,74.0,0.0,0.0,0.0
2023-02-15,18165,63.0,63.0,3209.207650273224,0.0,2390.0,75897.5841026082,15200.0,1000.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-02-16,18170,43.0,43.0,3276.024590163934,0.0,2439.0,75842.67392760339,13400.0,400.0,9400.0,0.0,0.0,47.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,60.0,0.0,0.0,0.0
2023-02-17,18164,51.0,51.0,3348.825136612022,0.0,2494.0,75607.69958795363,14600.0,800.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-02-18,18160,68.0,68.0,3415.6420765027324,0.0,2543.0,75678.686314619,13400.0,800.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-02-19,18179,41.0,41.0,3484.4535519125684,0.0,2594.0,75490.42799432448,13800.0,1200.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,89.0,0.0,0.0,0.0
2023-02-20,18169,53.0,53.0,3556.2568306010926,0.0,2648.0,75366.57128361454,14400.0,1200.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,79.0,0.0,0.0,0.0
2023-02-21,18168,54.0,54.0,3639.0300546448084,0.0,2713.0,75277.02818318753,16600.0,800.0,12200.0,0.0,0.0,61.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-02-22,18157,46.0,46.0,3706.844262295082,0.0,2763.0,75222.71583558622,13600.0,1000.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,76.0,0.0,0.0,0.0
2023-02-23,18153,50.0,50.0,3785.6284153005463,0.0,2824.0,75136.04604030118,15800.0,1000.0,11200.0,0.0,0.0,56.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-02-24,18142,56.0,56.0,3849.4535519125684,0.0,2870.0,75136.11461670176,12800.0,800.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0
2023-02-25,18152,66.0,66.0,3908.292349726776,0.0,2911.0,74945.0219330232,11800.0,800.0,7400.0,0.0,0.0,37.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-02-26,18177,50.0,50.0,3988.073770491803,0.0,2973.0,75099.99061396933,16000.0,800.0,11600.0,0.0,0.0,58.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-02-27,18165,47.0,47.0,4053.8934426229507,0.0,3021.0,75108.27424940965,13200.0,800.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-02-28,18164,37.0,37.0,4124.6994535519125,0.0,3074.0,74806.1076609911,14200.0,1000.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,70.0,0.0,0.0,0.0
2023-03-01,18148,48.0,48.0,4195.505464480875,0.0,3127.0,74582.38171147826,14200.0,600.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,58.0,0.0,0.0,0.0
2023-03-02,18143,56.0,56.0,4263.319672131148,0.0,3177.0,74374.0671051405,13600.0,800.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-03,18149,43.0,43.0,4333.128415300546,0.0,3229.0,74244.7834093351,14000.0,400.0,10000.0,0.0,0.0,50.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,73.0,0.0,0.0,0.0
2023-03-04,18140,50.0,50.0,4398.948087431694,0.0,3277.0,74227.80500019374,13200.0,600.0,9000.0,0.0,0.0,45.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-03-05,18142,43.0,43.0,4482.718579234972,0.0,3343.0,74102.81281930472,16800.0,400.0,12800.0,0.0,0.0,64.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,57.0,0.0,0.0,0.0
2023-03-06,18119,50.0,50.0,4559.508196721311,0.0,3402.0,73714.20139909837,15400.0,400.0,11400.0,0.0,0.0,57.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-07,18110,49.0,49.0,4622.336065573771,0.0,3447.0,73638.16294137485,12600.0,400.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,0.0
2023-03-08,18114,51.0,51.0,4694.139344262295,0.0,3501.0,73487.30466235273,14400.0,600.0,10200.0,0.0,0.0,51.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,78.0,0.0,0.0,0.0
2023-03-09,18111,45.0,45.0,4756.967213114754,0.0,3546.0,73298.14258865634,12600.0,600.0,8400.0,0.0,0.0,42.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-10,18111,49.0,49.0,4834.754098360656,0.0,3606.0,73350.31874943375,15600.0,200.0,11800.0,0.0,0.0,59.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,72.0,0.0,0.0,0.0
2023-03-11,18100,59.0,59.0,4917.527322404372,0.0,3671.0,73091.41280526617,16600.0,600.0,12400.0,0.0,0.0,62.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,0.0
2023-03-12,18094,73.0,73.0,4987.336065573771,0.0,3723.0,73157.87753409774,14000.0,800.0,9600.0,0.0,0.0,48.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,59.0,0.0,0.0,0.0
2023-03-13,18115,50.0,50.0,5053.1557377049185,0.0,3771.0,73241.62582253825,13200.0,400.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,82.0,0.0,0.0,0.0
2023-03-14,18117,60.0,60.0,5124.959016393443,0.0,3825.0,72982.30210696059,14400.0,200.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,68.0,0.0,0.0,0.0
2023-03-15,18123,59.0,59.0,5205.737704918033,0.0,3888.0,72604.5393861413,16200.0,800.0,11800.0,0.0,0.0,59.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,86.0,0.0,0.0,0.0
2023-03-16,18119,55.0,55.0,5270.560109289617,0.0,3935.0,72534.44295364959,13000.0,800.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,77.0,0.0,0.0,0.0
2023-03-17,18127,52.0,52.0,5337.377049180327,0.0,3984.0,72562.63721612238,13400.0,600.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,80.0,0.0,0.0,0.0
2023-03-18,18130,43.0,43.0,5418.155737704918,0.0,4047.0,72413.8220216951,16200.0,600.0,12000.0,0.0,0.0,60.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,65.0,0.0,0.0,0.0
2023-03-19,18110,45.0,45.0,5483.975409836066,0.0,4095.0,72450.5268278143,13200.0,400.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,66.0,0.0,0.0,0.0
2023-03-20,18107,54.0,54.0,5538.825136612021,0.0,4132.0,72285.36174009844,11000.0,600.0,6800.0,0.0,0.0,34.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0
2023-03-21,18124,58.0,58.0,5606.639344262295,0.0,4182.0,72133.21368641526,13600.0,1200.0,8800.0,0.0,0.0,44.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-03-22,18132,49.0,49.0,5677.445355191257,0.0,4235.0,72086.27035885786,14200.0,0.0,10600.0,0.0,0.0,53.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,63.0,0.0,0.0,0.0
2023-03-23,18128,42.0,42.0,5742.267759562841,0.0,4282.0,72337.66506395578,13000.0,200.0,9200.0,0.0,0.0,46.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0
2023-03-24,18123,43.0,43.0,5805.095628415301,0.0,4327.0,72267.14730014521,12600.0,400.0,8600.0,0.0,0.0,43.0,1.0,3600.0,6.0,240.0,720.0,0.0,0.0,6.0,0.0,82.0,0.0,0.0,0.0
2023-03-25,18121,44.0,44.0,5846.980874316939,0.0,4363.0,72188.58557750471,8400.0,400.0,6800.0,0.0,0.0,34.0,1.0,1200.0,2.0,90.0,240.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0
2023-03-26,18129,59.0,59.0,5888.8661202185785,0.0,4405.0,72214.5472391075,8400.0,400.0,8000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-27,18146,55.0,55.0,5940.724043715846,0.0,4457.0,71735.32300813885,10400.0,1600.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28,18149,57.0,57.0,6001.55737704918,0.0,4518.0,71461.33854316475,12200.0,1000.0,11200.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29,18145,44.0,44.0,6057.404371584699,0.0,4574.0,71270.14986354596,11200.0,1400.0,9800.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30,18133,43.0,43.0,6123.224043715846,0.0,4640.0,71181.79999470573,13200.0,1600.0,11600.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31,18110,51.0,51.0,6176.079234972678,0.0,4693.0,71169.65505233308,10600.0,1600.0,9000.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,18108,61.0,61.0,6245.887978142077,0.0,4763.0,70796.44354746095,14000.0,2600.0,11400.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-02,18099,54.0,54.0,6304.726775956285,0.0,4822.0,70532.73561133414,11800.0,3000.0,8800.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-03,18094,48.0,48.0,6363.565573770492,0.0,4881.0,70066.50210874189,11800.0,4000.0,7800.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-04,18083,46.0,46.0,6431.3797814207655,0.0,4949.0,69339.59516918565,13600.0,5000.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-05,18061,46.0,46.0,6505.177595628416,0.0,5023.0,68738.48171713806,14800.0,4800.0,10000.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-06,18033,60.0,60.0,6569.002732240438,0.0,5087.0,68270.95700941895,12800.0,5200.0,7600.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-07,18029,42.0,42.0,6660.751366120218,0.0,5179.0,67679.42214850002,18400.0,6400.0,12000.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-08,17979,53.0,53.0,6763.469945355191,0.0,5282.0,66900.44348686867,20600.0,8200.0,12400.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-09,17929,58.0,58.0,6866.188524590164,0.0,5385.0,66192.98741631539,20600.0,8600.0,12000.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,17884,44.0,44.0,6965.915300546448,0.0,5485.0,65340.846540572704,20000.0,9600.0,10400.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-11,17828,53.0,53.0,7058.661202185793,0.0,5578.0,64622.713254522605,18600.0,10000.0,8600.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-12,17788,57.0,57.0,7145.4234972677605,0.0,5665.0,64128.776631095505,17400.0,10000.0,7400.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-13,17758,49.0,49.0,7245.150273224044,0.0,5765.0,63155.98874991344,20000.0,10000.0,10000.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-14,17707,51.0,51.0,7339.890710382514,0.0,5860.0,62732.775854887084,19000.0,10000.0,9000.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-15,17663,55.0,55.0,7448.592896174863,0.0,5969.0,62220.441868177484,21800.0,10000.0,11800.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-16,17609,50.0,50.0,7540.341530054645,0.0,6061.0,61734.83496650463,18400.0,10000.0,8400.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,17567,48.0,48.0,7632.0901639344265,0.0,6153.0,61450.435989766636,18400.0,10000.0,8400.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-18,17523,40.0,40.0,7715.860655737704,0.0,6237.0,60779.98377837227,16800.0,10000.0,6800.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-19,17479,51.0,51.0,7802.622950819671,0.0,6324.0,59764.91842748649,17400.0,10000.0,7400.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
